1,in_use,,,Opcode,prependage,appendage,Specific,variant,comments,,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,,31:30:29:28:27:26:25:24:23:22:21:20:19:18:17:16:15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,,Binary,,NAME,//		Opcode                                                          	BINARY    	OPCODE    	comments,//		BINARY    	Opcode    	Opcode	comments
161,,,,LDRSB,,postx,post,X,,,0,0,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38800400,,"ldrsbpostx,                                             ","		ldrsbpostx,                                             	/* 0x38800400	LDRSB     	 */","		0x38800400,	/* LDRSB     	ldrsbpostx	 */"
162,,,,LDRSB,,postw,post,W,,,0,0,1,1,1,0,0,0,1,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38C00400,,"ldrsbpostw,                                             ","		ldrsbpostw,                                             	/* 0x38C00400	LDRSB     	 */","		0x38C00400,	/* LDRSB     	ldrsbpostw	 */"
163,,,,STR,v,postb,post,B,,,0,0,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C000400,,"vstrpostb,                                              ","		vstrpostb,                                              	/* 0x3C000400	STR       	 */","		0x3C000400,	/* STR       	vstrpostb	 */"
164,,,,LDR,v,postb,post,B,,,0,0,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C400400,,"vldrpostb,                                              ","		vldrpostb,                                              	/* 0x3C400400	LDR       	 */","		0x3C400400,	/* LDR       	vldrpostb	 */"
165,,,,STR,v,postq,post,Q,,,0,0,1,1,1,1,0,0,1,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C800400,,"vstrpostq,                                              ","		vstrpostq,                                              	/* 0x3C800400	STR       	 */","		0x3C800400,	/* STR       	vstrpostq	 */"
166,,,,LDR,v,postq,post,Q,,,0,0,1,1,1,1,0,0,1,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3CC00400,,"vldrpostq,                                              ","		vldrpostq,                                              	/* 0x3CC00400	LDR       	 */","		0x3CC00400,	/* LDR       	vldrpostq	 */"
167,,,,STRH,,post,post,,,,0,1,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78000400,,"strhpost,                                               ","		strhpost,                                               	/* 0x78000400	STRH      	 */","		0x78000400,	/* STRH      	strhpost	 */"
168,,,,LDRH,,post,post,,,,0,1,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78400400,,"ldrhpost,                                               ","		ldrhpost,                                               	/* 0x78400400	LDRH      	 */","		0x78400400,	/* LDRH      	ldrhpost	 */"
169,,,,LDRSH,,postx,post,X,,,0,1,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78800400,,"ldrshpostx,                                             ","		ldrshpostx,                                             	/* 0x78800400	LDRSH     	 */","		0x78800400,	/* LDRSH     	ldrshpostx	 */"
170,,,,LDRSH,,postw,post,W,,,0,1,1,1,1,0,0,0,1,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78C00400,,"ldrshpostw,                                             ","		ldrshpostw,                                             	/* 0x78C00400	LDRSH     	 */","		0x78C00400,	/* LDRSH     	ldrshpostw	 */"
171,,,,STR,v,posth,post,H,,,0,1,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x7C000400,,"vstrposth,                                              ","		vstrposth,                                              	/* 0x7C000400	STR       	 */","		0x7C000400,	/* STR       	vstrposth	 */"
172,,,,LDR,v,posth,post,H,,,0,1,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x7C400400,,"vldrposth,                                              ","		vldrposth,                                              	/* 0x7C400400	LDR       	 */","		0x7C400400,	/* LDR       	vldrposth	 */"
173,,,,STR,,postw,post,W,,,1,0,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8000400,,"strpostw,                                               ","		strpostw,                                               	/* 0xB8000400	STR       	 */","		0xB8000400,	/* STR       	strpostw	 */"
174,,,,LDR,,postw,post,W,,,1,0,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8400400,,"ldrpostw,                                               ","		ldrpostw,                                               	/* 0xB8400400	LDR       	 */","		0xB8400400,	/* LDR       	ldrpostw	 */"
175,,,,LDRSW,,post,post,,,,1,0,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8800400,,"ldrswpost,                                              ","		ldrswpost,                                              	/* 0xB8800400	LDRSW     	 */","		0xB8800400,	/* LDRSW     	ldrswpost	 */"
176,,,,STR,v,posts,post,S,,,1,0,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xBC000400,,"vstrposts,                                              ","		vstrposts,                                              	/* 0xBC000400	STR       	 */","		0xBC000400,	/* STR       	vstrposts	 */"
177,,,,LDR,v,posts,post,S,,,1,0,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xBC400400,,"vldrposts,                                              ","		vldrposts,                                              	/* 0xBC400400	LDR       	 */","		0xBC400400,	/* LDR       	vldrposts	 */"
178,,,,STR,,postx,post,X,,,1,1,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xF8000400,,"strpostx,                                               ","		strpostx,                                               	/* 0xF8000400	STR       	 */","		0xF8000400,	/* STR       	strpostx	 */"
179,,,,LDR,,postx,post,X,,,1,1,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xF8400400,,"ldrpostx,                                               ","		ldrpostx,                                               	/* 0xF8400400	LDR       	 */","		0xF8400400,	/* LDR       	ldrpostx	 */"
180,,,,STR,v,postd,post,D,,,1,1,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xFC000400,,"vstrpostd,                                              ","		vstrpostd,                                              	/* 0xFC000400	STR       	 */","		0xFC000400,	/* STR       	vstrpostd	 */"
181,,,,LDR,v,postd,post,D,,,1,1,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,0,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xFC400400,,"vldrpostd,                                              ","		vldrpostd,                                              	/* 0xFC400400	LDR       	 */","		0xFC400400,	/* LDR       	vldrpostd	 */"
182,,,Load/store register (unprivileged),,,,,,,,size,,1,1,1,V,0,0,opc,,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,,,,,,	/* Load/store register (unprivileged) */,	/* Load/store register (unprivileged) */
183,,,,STTRB,,,,,,,0,0,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38000800,,"sttrb,                                                  ","		sttrb,                                                  	/* 0x38000800	STTRB     	 */","		0x38000800,	/* STTRB     	sttrb	 */"
184,,,,LDTRB,,,,,,,0,0,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38400800,,"ldtrb,                                                  ","		ldtrb,                                                  	/* 0x38400800	LDTRB     	 */","		0x38400800,	/* LDTRB     	ldtrb	 */"
185,,,,LDTRSB,,x,,X,,,0,0,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38800800,,"ldtrsbx,                                                ","		ldtrsbx,                                                	/* 0x38800800	LDTRSB    	 */","		0x38800800,	/* LDTRSB    	ldtrsbx	 */"
186,,,,LDTRSB,,w,,W,,,0,0,1,1,1,0,0,0,1,1,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38C00800,,"ldtrsbw,                                                ","		ldtrsbw,                                                	/* 0x38C00800	LDTRSB    	 */","		0x38C00800,	/* LDTRSB    	ldtrsbw	 */"
187,,,,STTRH,,,,,,,0,1,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78000800,,"sttrh,                                                  ","		sttrh,                                                  	/* 0x78000800	STTRH     	 */","		0x78000800,	/* STTRH     	sttrh	 */"
188,,,,LDTRH,,,,,,,0,1,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78400800,,"ldtrh,                                                  ","		ldtrh,                                                  	/* 0x78400800	LDTRH     	 */","		0x78400800,	/* LDTRH     	ldtrh	 */"
189,,,,LDTRSH,,x,,X,,,0,1,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78800800,,"ldtrshx,                                                ","		ldtrshx,                                                	/* 0x78800800	LDTRSH    	 */","		0x78800800,	/* LDTRSH    	ldtrshx	 */"
190,,,,LDTRSH,,w,,W,,,0,1,1,1,1,0,0,0,1,1,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78C00800,,"ldtrshw,                                                ","		ldtrshw,                                                	/* 0x78C00800	LDTRSH    	 */","		0x78C00800,	/* LDTRSH    	ldtrshw	 */"
191,,,,STTR,,w,,W,,,1,0,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8000800,,"sttrw,                                                  ","		sttrw,                                                  	/* 0xB8000800	STTR      	 */","		0xB8000800,	/* STTR      	sttrw	 */"
192,,,,LDTR,,w,,W,,,1,0,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8400800,,"ldtrw,                                                  ","		ldtrw,                                                  	/* 0xB8400800	LDTR      	 */","		0xB8400800,	/* LDTR      	ldtrw	 */"
193,,,,LDTRSW,,,,,,,1,0,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8800800,,"ldtrsw,                                                 ","		ldtrsw,                                                 	/* 0xB8800800	LDTRSW    	 */","		0xB8800800,	/* LDTRSW    	ldtrsw	 */"
194,,,,STTR,,x,,X,,,1,1,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xF8000800,,"sttrx,                                                  ","		sttrx,                                                  	/* 0xF8000800	STTR      	 */","		0xF8000800,	/* STTR      	sttrx	 */"
195,,,,LDTR,,x,,X,,,1,1,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xF8400800,,"ldtrx,                                                  ","		ldtrx,                                                  	/* 0xF8400800	LDTR      	 */","		0xF8400800,	/* LDTR      	ldtrx	 */"
196,,,Load/store register (immediate pre-indexed),,,,,,,,size,,1,1,1,V,0,0,opc,,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,,,,,,	/* Load/store register (immediate pre-indexed) */,	/* Load/store register (immediate pre-indexed) */
197,,,,STRB,,pre,pre,,,,0,0,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38000C00,,"strbpre,                                                ","		strbpre,                                                	/* 0x38000C00	STRB      	 */","		0x38000C00,	/* STRB      	strbpre	 */"
198,,,,LDRB,,pre,pre,,,,0,0,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38400C00,,"ldrbpre,                                                ","		ldrbpre,                                                	/* 0x38400C00	LDRB      	 */","		0x38400C00,	/* LDRB      	ldrbpre	 */"
199,,,,LDRSB,,prex,pre,X,,,0,0,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38800C00,,"ldrsbprex,                                              ","		ldrsbprex,                                              	/* 0x38800C00	LDRSB     	 */","		0x38800C00,	/* LDRSB     	ldrsbprex	 */"
200,,,,LDRSB,,prew,pre,W,,,0,0,1,1,1,0,0,0,1,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38C00C00,,"ldrsbprew,                                              ","		ldrsbprew,                                              	/* 0x38C00C00	LDRSB     	 */","		0x38C00C00,	/* LDRSB     	ldrsbprew	 */"
201,,,,STR,v,preb,pre,B,,,0,0,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C000C00,,"vstrpreb,                                               ","		vstrpreb,                                               	/* 0x3C000C00	STR       	 */","		0x3C000C00,	/* STR       	vstrpreb	 */"
202,,,,LDR,v,preb,pre,B,,,0,0,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C400C00,,"vldrpreb,                                               ","		vldrpreb,                                               	/* 0x3C400C00	LDR       	 */","		0x3C400C00,	/* LDR       	vldrpreb	 */"
203,,,,STR,v,preq,pre,Q,,,0,0,1,1,1,1,0,0,1,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C800C00,,"vstrpreq,                                               ","		vstrpreq,                                               	/* 0x3C800C00	STR       	 */","		0x3C800C00,	/* STR       	vstrpreq	 */"
204,,,,LDR,v,preq,pre,Q,,,0,0,1,1,1,1,0,0,1,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3CC00C00,,"vldrpreq,                                               ","		vldrpreq,                                               	/* 0x3CC00C00	LDR       	 */","		0x3CC00C00,	/* LDR       	vldrpreq	 */"
205,,,,STRH,,pre,pre,,,,0,1,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78000C00,,"strhpre,                                                ","		strhpre,                                                	/* 0x78000C00	STRH      	 */","		0x78000C00,	/* STRH      	strhpre	 */"
206,,,,LDRH,,pre,pre,,,,0,1,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78400C00,,"ldrhpre,                                                ","		ldrhpre,                                                	/* 0x78400C00	LDRH      	 */","		0x78400C00,	/* LDRH      	ldrhpre	 */"
207,,,,LDRSH,,prex,pre,X,,,0,1,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78800C00,,"ldrshprex,                                              ","		ldrshprex,                                              	/* 0x78800C00	LDRSH     	 */","		0x78800C00,	/* LDRSH     	ldrshprex	 */"
208,,,,LDRSH,,prew,pre,W,,,0,1,1,1,1,0,0,0,1,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78C00C00,,"ldrshprew,                                              ","		ldrshprew,                                              	/* 0x78C00C00	LDRSH     	 */","		0x78C00C00,	/* LDRSH     	ldrshprew	 */"
209,,,,STR,v,preh,pre,H,,,0,1,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x7C000C00,,"vstrpreh,                                               ","		vstrpreh,                                               	/* 0x7C000C00	STR       	 */","		0x7C000C00,	/* STR       	vstrpreh	 */"
210,,,,LDR,v,preh,pre,H,,,0,1,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x7C400C00,,"vldrpreh,                                               ","		vldrpreh,                                               	/* 0x7C400C00	LDR       	 */","		0x7C400C00,	/* LDR       	vldrpreh	 */"
211,,,,STR,,prew,pre,W,,,1,0,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8000C00,,"strprew,                                                ","		strprew,                                                	/* 0xB8000C00	STR       	 */","		0xB8000C00,	/* STR       	strprew	 */"
212,,,,LDR,,prew,pre,W,,,1,0,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8400C00,,"ldrprew,                                                ","		ldrprew,                                                	/* 0xB8400C00	LDR       	 */","		0xB8400C00,	/* LDR       	ldrprew	 */"
213,,,,LDRSW,,pre,pre,,,,1,0,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8800C00,,"ldrswpre,                                               ","		ldrswpre,                                               	/* 0xB8800C00	LDRSW     	 */","		0xB8800C00,	/* LDRSW     	ldrswpre	 */"
214,,,,STR,v,pres,pre,S,,,1,0,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xBC000C00,,"vstrpres,                                               ","		vstrpres,                                               	/* 0xBC000C00	STR       	 */","		0xBC000C00,	/* STR       	vstrpres	 */"
215,,,,LDR,v,pres,pre,S,,,1,0,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xBC400C00,,"vldrpres,                                               ","		vldrpres,                                               	/* 0xBC400C00	LDR       	 */","		0xBC400C00,	/* LDR       	vldrpres	 */"
216,,,,STR,,prex,pre,X,,,1,1,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xF8000C00,,"strprex,                                                ","		strprex,                                                	/* 0xF8000C00	STR       	 */","		0xF8000C00,	/* STR       	strprex	 */"
217,,,,LDR,,prex,pre,X,,,1,1,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xF8400C00,,"ldrprex,                                                ","		ldrprex,                                                	/* 0xF8400C00	LDR       	 */","		0xF8400C00,	/* LDR       	ldrprex	 */"
218,,,,STR,v,pred,pre,D,,,1,1,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xFC000C00,,"vstrpred,                                               ","		vstrpred,                                               	/* 0xFC000C00	STR       	 */","		0xFC000C00,	/* STR       	vstrpred	 */"
219,,,,LDR,v,pred,pre,D,,,1,1,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,1,1,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xFC400C00,,"vldrpred,                                               ","		vldrpred,                                               	/* 0xFC400C00	LDR       	 */","		0xFC400C00,	/* LDR       	vldrpred	 */"
220,,,Load/store register (register offset),,,,,,,,size,,1,1,1,v,0,0,opc,,1,Rm,,,,,option,,,S,1,0,Rn,,,,,Rt,,,,,,,,,,,	/* Load/store register (register offset) */,	/* Load/store register (register offset) */
221,,,,STRB,,off,off,,,,0,0,1,1,1,0,0,0,0,0,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x38200800,,"strboff,                                                ","		strboff,                                                	/* 0x38200800	STRB      	 */","		0x38200800,	/* STRB      	strboff	 */"
222,,,,LDRB,,off,off,,,,0,0,1,1,1,0,0,0,0,1,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x38600800,,"ldrboff,                                                ","		ldrboff,                                                	/* 0x38600800	LDRB      	 */","		0x38600800,	/* LDRB      	ldrboff	 */"
223,,,,LDRSB,,offx,off,X,,,0,0,1,1,1,0,0,0,1,0,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x38A00800,,"ldrsboffx,                                              ","		ldrsboffx,                                              	/* 0x38A00800	LDRSB     	 */","		0x38A00800,	/* LDRSB     	ldrsboffx	 */"
224,,,,LDRSB,,offw,off,W,,,0,0,1,1,1,0,0,0,1,1,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x38E00800,,"ldrsboffw,                                              ","		ldrsboffw,                                              	/* 0x38E00800	LDRSB     	 */","		0x38E00800,	/* LDRSB     	ldrsboffw	 */"
225,,,,STR,v,offb,off,B,,,0,0,1,1,1,1,0,0,0,0,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x3C200800,,"vstroffb,                                               ","		vstroffb,                                               	/* 0x3C200800	STR       	 */","		0x3C200800,	/* STR       	vstroffb	 */"
226,,,,LDR,v,offb,off,B,,,0,0,1,1,1,1,0,0,0,1,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x3C600800,,"vldroffb,                                               ","		vldroffb,                                               	/* 0x3C600800	LDR       	 */","		0x3C600800,	/* LDR       	vldroffb	 */"
227,,,,STR,v,offq,off,Q,,,0,0,1,1,1,1,0,0,1,0,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x3CA00800,,"vstroffq,                                               ","		vstroffq,                                               	/* 0x3CA00800	STR       	 */","		0x3CA00800,	/* STR       	vstroffq	 */"
228,,,,LDR,v,offq,off,Q,,,0,0,1,1,1,1,0,0,1,1,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x3CE00800,,"vldroffq,                                               ","		vldroffq,                                               	/* 0x3CE00800	LDR       	 */","		0x3CE00800,	/* LDR       	vldroffq	 */"
229,,,,STRH,,off,off,,,,0,1,1,1,1,0,0,0,0,0,1,Rm,,,,,-,-,-,S,1,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:S:-:-:Rn:::::Rt::::,,0x78200800,,"strhoff,                                                ","		strhoff,                                                	/* 0x78200800	STRH      	 */","		0x78200800,	/* STRH      	strhoff	 */"
